label,metaGroupId,groupId,ID,goodPeakCount,medMz,medRt,maxQuality,note,displayName,compound,compoundId,compoundFormula,compoundSMILES,adductName,category,database,summarizationLevel,summarizationDescription,compoundStrucDefSummary,compoundSnPositionSummary,compoundMolecularSpeciesSummary,compoundSpeciesSummary,compoundLipidClass,expectedRtDiff,ppmDiff,parent,ms2EventCount,fragNumIonsMatched,fragFracMatched,ticMatched,dotProduct,weigtedDotProduct,hyperGeomScore,spearmanRankCorrelation,mzFragError,ms2purity,SAMulator_3_R3_pos.mzXML (intensity),SAMulator_3_R2_pos.mzXML (intensity),SAMulator_3_R1_pos.mzXML (intensity),SAMulator_3_Null_R3_pos.mzXML (intensity),SAMulator_3_Null_R2_pos.mzXML (intensity),SAMulator_3_Null_R1_pos.mzXML (intensity),SAMulator_0M_R3_pos.mzXML (intensity),SAMulator_0M_R2_pos.mzXML (intensity),SAMulator_0M_R1_pos.mzXML (intensity),SAMulator_0M_Null_R3_pos.mzXML (intensity),SAMulator_0M_Null_R2_pos.mzXML (intensity),SAMulator_0M_Null_R1_pos.mzXML (intensity),mCLOVER_R3_pos.mzXML (intensity),mCLOVER_R2_pos.mzXML (intensity),mCLOVER_R1_pos.mzXML (intensity),QC-Pool1_pos.mzXML (intensity),SAMulator_3_R3_pos.mzXML (RT width),SAMulator_3_R2_pos.mzXML (RT width),SAMulator_3_R1_pos.mzXML (RT width),SAMulator_3_Null_R3_pos.mzXML (RT width),SAMulator_3_Null_R2_pos.mzXML (RT width),SAMulator_3_Null_R1_pos.mzXML (RT width),SAMulator_0M_R3_pos.mzXML (RT width),SAMulator_0M_R2_pos.mzXML (RT width),SAMulator_0M_R1_pos.mzXML (RT width),SAMulator_0M_Null_R3_pos.mzXML (RT width),SAMulator_0M_Null_R2_pos.mzXML (RT width),SAMulator_0M_Null_R1_pos.mzXML (RT width),mCLOVER_R3_pos.mzXML (RT width),mCLOVER_R2_pos.mzXML (RT width),mCLOVER_R1_pos.mzXML (RT width),QC-Pool1_pos.mzXML (RT width),
,0,13,S-Adenosylmethionine|[M+H]+|hilic-25min-CJ,15,399.1442,14.08381,0.8395844,,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,1.016195,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,2.298567e+07,2.632116e+07,2.80199e+07,2672497,2782814,7630198,4.774459e+07,1.057941e+08,7.465747e+07,4768622,6523514,8125780,6680976,8623371,9191552,6.172622e+07,1.620617,1.502766,2.01355,1.509151,1.428368,1.777634,1.544883,1.838766,2.363283,1.310016,1.546066,1.799899,1.623134,1.780667,1.582266,1.4413
,0,0,S-Adenosylmethionine|[M+H]+|C12 PARENT|hilic-25min-CJ,16,399.1451,14.07659,0.8510512,C12 PARENT,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,1.023406,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,9.665372e+07,1.552553e+08,2.815729e+07,119452.3,2.488551e+07,2.826473e+07,3.698744e+08,2.560216e+07,3581906,241514.4,1.058131e+07,1.451102e+08,4.784852e+07,3.01975e+07,338127.8,5.697742e+07,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-1|hilic-25min-CJ,1,400.1513,14.8826,0.8510512,D-label-1,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,0.2174006,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9069,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-2|hilic-25min-CJ,5,401.1576,14.46155,0.8510512,D-label-2,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,0.6384468,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,7801.254,45756.39,21350.56,0,0,0,1979429,1366723,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-3|hilic-25min-CJ,5,402.1639,14.70994,0.8510512,D-label-3,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,0.3900566,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,7518.148,0,0,0,0,15986.66,0,0,0,1.053701e+08,4.125306e+07,599801.6,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-4|hilic-25min-CJ,0,403.1702,0,0.3055814,D-label-4,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,15.1,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-5|hilic-25min-CJ,1,404.1765,14.31418,0.8510512,D-label-5,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,0.7858171,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18129.04,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-6|hilic-25min-CJ,0,405.1827,0,0.3055814,D-label-6,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,15.1,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-7|hilic-25min-CJ,1,406.189,15.39943,0.8510512,D-label-7,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,-0.2994328,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,10307.3,0,0,0,0,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
,0,0,S-Adenosylmethionine|[M+H]+|D-label-8|hilic-25min-CJ,0,407.1953,0,0.3055814,D-label-8,,S-Adenosylmethionine,S-Adenosylmethionine,C15H22N6O5S,,[M+H]+,,hilic-25min-CJ,4,SN_POSITION_SUMMARY,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,15.1,inf,399.1442,0,0,0,0,0,0,0,0,1.797693e+308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265,2.48265
